fecha,hora,fecha_completa,nombre,dni,edad,sexo,direccion,barrio,metodo,latitud,longitud,año,mes,dia_semana,antecedentes
2022-07-21,17:15,2020-12-03 17:15,Emiliano Vilar,32151758N,37,Masculino,"Calle Cañada de Francisco Mariño, 9, El Cabanyal, Valencia",El Cabanyal,Ahorcamiento,39.455556,-0.305896,2022,7,Thursday,Trastorno bipolar
2022-07-26,19:01,2017-10-07 19:01,Iván Solé Arévalo,29704157W,53,Masculino,"Plaça Plaza Malena Diaz, 93, Jesús, Valencia",Jesús,Precipitación,39.448134,-0.355415,2022,7,Saturday,Trastorno bipolar
2022-07-26,18:28,1981-10-02 18:28,Eleuterio Jove Lillo,25974664M,44,Masculino,"Plaça Vial de Rocío Verdú, 47, La Xerea, Valencia",La Xerea,Precipitación,39.457475,-0.379169,2022,7,Friday,Trastorno bipolar
2022-08-05,11:54,1999-06-26 11:54,Yolanda Guillén-Niño,17219914K,59,Femenino,"Plaça Urbanización de Crescencia Alegria, 110, Jesús, Valencia",Jesús,Sumersión,39.449044,-0.350415,2022,8,Saturday,Enfermedad crónica
2022-08-11,12:38,2006-01-08 12:38,Anacleto Fabián Gomez Gallego,76911958G,63,Masculino,"Plaza Rambla de Dora Puga, 147, La Xerea, Valencia",La Xerea,Ahorcamiento,39.478972,-0.369074,2022,8,Sunday,
2022-08-11,16:08,2005-09-21 16:08,Rosalva Cabrero-Vallés,37703331Y,29,Femenino,"Carrer Camino Benigno Mosquera, 82, 2º2, Jesús, Valencia",Jesús,Sumersión,39.447821,-0.373455,2022,8,Wednesday,Depresión diagnosticada
2022-08-13,05:20,1991-05-01 05:20,Marciano Alberola Capdevila,10561516P,28,Masculino,"Plaza Callejón Ciríaco Guerrero, 95, 5ºC, Patraix, Valencia",Patraix,Intoxicación medicamentosa,39.43907,-0.412977,2022,8,Wednesday,Duelo reciente
2022-08-13,13:23,2023-07-12 13:23,Felipe Ros-Botella,34879793V,16,Masculino,"Calle Plaza Eugenia Múgica, 86, 5ºB, Poblats Marítims, Valencia",Poblats Marítims,Ahorcamiento,39.4505,-0.313053,2022,8,Wednesday,Duelo reciente
2022-08-17,00:44,1996-06-23 00:44,Amador Taboada Albero,60695709C,44,Masculino,"Carrer Via de Javiera Pizarro, 136, 3º1, Ciutat Vella, Valencia",Ciutat Vella,Ahorcamiento,39.476083,-0.38131,2022,8,Sunday,Sin antecedentes conocidos
2022-08-23,05:33,1983-08-26 05:33,Jeremías Cornelio Juan Mancebo,44867659H,56,Masculino,"Carrer Via de Pelayo Marín, 121, La Xerea, Valencia",La Xerea,Ahorcamiento,39.478242,-0.38709,2022,8,Friday,Sin antecedentes conocidos
2022-08-24,12:22,2013-01-23 12:22,Anacleto Aller Barbero,35123134H,57,Masculino,"Plaza Vial de Adrián Ledesma, 133, 5ºA, Benicalap, Valencia",Benicalap,Intoxicación medicamentosa,39.489203,-0.372958,2022,8,Wednesday,
2022-09-02,19:24,1991-10-23 19:24,Marcia Garrido Cuervo,72147263N,30,Femenino,"Carrer Camino de Pili Lladó, 6, La Xerea, Valencia",La Xerea,Arma de fuego,39.466347,-0.364365,2022,9,Wednesday,Depresión diagnosticada
2022-09-10,18:31,2015-08-25 18:31,Ale Calvo Serrano,78869196B,73,Masculino,"Carrer Avenida de Olga Revilla, 18, L'Eixample, Valencia",L'Eixample,Ahorcamiento,39.457683,-0.386447,2022,9,Tuesday,
2022-09-13,18:35,1982-12-18 18:35,Victoriano Ribas,10224312F,54,Masculino,"Plaça Alameda Melisa Guzmán, 77, 4ºC, Patraix, Valencia",Patraix,Ahorcamiento,39.44322,-0.399465,2022,9,Saturday,
2022-09-21,14:59,2009-09-13 14:59,Macarena Maldonado Morell,64192422C,51,Femenino,"Carrer Cañada de Alexandra Porcel, 93, 7ºB, Ciutat Vella, Valencia",Ciutat Vella,Ahorcamiento,39.48055,-0.357186,2022,9,Sunday,Sin antecedentes conocidos
2022-09-22,06:38,2013-05-21 06:38,Darío del Garmendia,61834221D,42,Masculino,"Carrer Pasaje de Marino Leon, 65, Quatre Carreres, Valencia",Quatre Carreres,Precipitación,39.446975,-0.373502,2022,9,Tuesday,Enfermedad crónica
2022-09-22,17:36,2009-07-14 17:36,Agustín Carrión,98974513Q,33,Masculino,"Calle Alameda Guiomar Castañeda, 37, 1ºA, Russafa, Valencia",Russafa,Precipitación,39.473825,-0.382789,2022,9,Tuesday,Duelo reciente
2022-09-22,13:33,2025-08-29 13:33,Severino Lara,93446015M,38,Masculino,"Plaça Glorieta de Nicanor Marí, 139, Benimaclet, Valencia",Benimaclet,Intoxicación medicamentosa,39.493035,-0.361589,2022,9,Friday,Problemas económicos
2022-09-23,20:54,2008-01-13 20:54,Remigio Lluch Solana,55294184E,72,Masculino,"Avenida Cañada de Conrado Cobos, 77, Benicalap, Valencia",Benicalap,Arma de fuego,39.49725,-0.388542,2022,9,Sunday,
2022-10-17,14:00,1988-07-16 14:00,Primitivo Gelabert Andreu,54924044K,58,Masculino,"Avenida Pasadizo de Cruz Blanch, 114, Jesús, Valencia",Jesús,Corte/punzante,39.447524,-0.347696,2022,10,Saturday,Enfermedad crónica
2022-10-18,08:35,1998-02-21 08:35,Amaro Abel Ibañez Prado,81292773D,25,Masculino,"Plaça Glorieta de Cristian Delgado, 117, Jesús, Valencia",Jesús,Ahorcamiento,39.457687,-0.342237,2022,10,Saturday,Depresión diagnosticada
2022-10-18,09:11,2023-08-04 09:11,Ramón Porta Jaume,54663800E,53,Masculino,"Carrer Camino Luna Taboada, 23, 8º1, L'Eixample, Valencia",L'Eixample,Intoxicación medicamentosa,39.472353,-0.349571,2022,10,Friday,
2022-10-19,07:23,2019-06-05 07:23,Modesta del Vigil,38436497R,86,Femenino,"Carrer Glorieta de Carlota Soriano, 108, 2º1, Patraix, Valencia",Patraix,Ahorcamiento,39.45214,-0.39543,2022,10,Wednesday,Trastorno bipolar
2022-10-20,13:11,2000-08-06 13:11,Pío Marqués-Caparrós,66627916K,39,Masculino,"Avenida Vial de Manuel Ríos, 81, Russafa, Valencia",Russafa,Precipitación,39.466492,-0.358246,2022,10,Sunday,Sin antecedentes conocidos
2022-10-20,16:51,2016-12-17 16:51,Clemente Mayoral Piñeiro,68052224P,51,Masculino,"Calle Via de Cándido Aznar, 54, Quatre Carreres, Valencia",Quatre Carreres,Ahorcamiento,39.432174,-0.381779,2022,10,Saturday,Abuso de sustancias
2022-10-22,22:55,1998-11-03 22:55,José Antonio Lobo Verdú,85783798P,47,Masculino,"Plaza Plaza de Clotilde Durán, 140, 2º1, L'Eixample, Valencia",L'Eixample,Precipitación,39.470201,-0.396169,2022,10,Tuesday,Trastorno bipolar
2022-10-23,09:49,1994-01-11 09:49,Basilio Asensio Nieto,48556228P,59,Masculino,"Avenida Alameda de Baldomero Andres, 35, El Cabanyal, Valencia",El Cabanyal,Intoxicación medicamentosa,39.469084,-0.322579,2022,10,Tuesday,Sin antecedentes conocidos
2022-11-02,13:02,1987-08-24 13:02,Ariel Pina-Jara,48264759H,34,Masculino,"Plaça Urbanización de Manolo Elorza, 121, Jesús, Valencia",Jesús,Ahorcamiento,39.444123,-0.338529,2022,11,Monday,Problemas económicos
2022-11-09,17:36,2008-11-04 17:36,Vanesa Cerdá Marí,25440655X,59,Femenino,"Calle Calle Loreto Mosquera, 80, L'Eixample, Valencia",L'Eixample,Ahorcamiento,39.474048,-0.365513,2022,11,Tuesday,Problemas económicos
2022-11-10,17:11,1994-01-31 17:11,José Ricardo Yáñez Bas,84945299C,42,Masculino,"Plaza Glorieta Marcos Galindo, 17, L'Eixample, Valencia",L'Eixample,Intoxicación medicamentosa,39.464853,-0.371025,2022,11,Monday,Sin antecedentes conocidos
2022-11-13,01:23,2011-10-11 01:23,Leonor Cuesta,69585756S,50,Femenino,"Avenida Callejón Narcisa Fábregas, 119, Campanar, Valencia",Campanar,Intoxicación medicamentosa,39.491172,-0.38872,2022,11,Tuesday,Depresión diagnosticada
2022-11-14,11:05,1990-08-11 11:05,Basilio Gálvez Mulet,49124853G,43,Masculino,"Plaça Callejón de Salomé Montero, 14, 7º2, Quatre Carreres, Valencia",Quatre Carreres,Ahorcamiento,39.444762,-0.354153,2022,11,Saturday,Problemas económicos
2022-11-22,19:03,1992-01-29 19:03,Julie Vigil Ayllón,16153748C,74,Femenino,"Avenida Glorieta de Ángeles Morán, 41, 7ºC, Campanar, Valencia",Campanar,Arma de fuego,39.497217,-0.39251,2022,11,Wednesday,
2022-11-26,12:17,2021-04-08 12:17,Ani Llopis-Navarro,50338032W,46,Femenino,"Plaça Camino Jose Luis Tur, 112, Patraix, Valencia",Patraix,Ahorcamiento,39.475262,-0.389119,2022,11,Thursday,Trastorno bipolar
2022-11-27,16:59,2021-09-09 16:59,Iván Maza Real,83809434X,57,Masculino,"Avenida Avenida de Matías Escudero, 2, Quatre Carreres, Valencia",Quatre Carreres,Ahorcamiento,39.44446,-0.345677,2022,11,Thursday,Enfermedad crónica
2022-11-27,04:14,2000-01-29 04:14,Federico Régulo Galván Almeida,82300993R,48,Masculino,"Avenida Via de Benigna Gras, 56, Patraix, Valencia",Patraix,Ahorcamiento,39.46005,-0.385747,2022,11,Saturday,Trastorno bipolar
2022-12-04,22:39,1984-11-27 22:39,Julio César Almansa-Sobrino,61395031G,42,Masculino,"Avenida Acceso Chuy Millán, 19, Benimaclet, Valencia",Benimaclet,Ahorcamiento,39.482905,-0.355514,2022,12,Tuesday,Problemas económicos
2022-12-09,10:38,2008-04-12 10:38,Anastasio de Navarrete,28458345P,50,Masculino,"Plaza Cuesta de Rafa Blasco, 43, Quatre Carreres, Valencia",Quatre Carreres,Ahorcamiento,39.454147,-0.357782,2022,12,Saturday,Intento previo
2022-12-10,17:19,2019-02-02 17:19,Jose Miguel Quesada,69068945Z,45,Masculino,"Plaça Camino de Nayara Arribas, 20, Russafa, Valencia",Russafa,Ahorcamiento,39.45277,-0.35904,2022,12,Saturday,Problemas económicos
2022-12-15,17:51,2021-09-30 17:51,Donato Cruz Osuna Herranz,20357861D,40,Masculino,"Avenida Acceso Araceli Quero, 5, Benimaclet, Valencia",Benimaclet,Intoxicación medicamentosa,39.499694,-0.346343,2022,12,Thursday,Problemas económicos
2022-12-16,04:13,2009-06-13 04:13,Óscar Juárez Bauzà,29427364Z,28,Masculino,"Plaza Acceso Juan Luis Diaz, 39, El Cabanyal, Valencia",El Cabanyal,Precipitación,39.460151,-0.33084,2022,12,Saturday,Duelo reciente
2022-12-17,02:01,2004-02-19 02:01,Jenny Larrañaga Ferrándiz,72919889E,88,Femenino,"Carrer Vial de Raquel Tudela, 39, El Carme, Valencia",El Carme,Ahorcamiento,39.480154,-0.376031,2022,12,Thursday,Duelo reciente
2022-12-24,00:30,1995-10-30 00:30,Yésica Teodora Sans Bilbao,93131441W,59,Femenino,"Plaza Pasadizo de Calixta Expósito, 62, Russafa, Valencia",Russafa,Ahorcamiento,39.458378,-0.379014,2022,12,Monday,Abuso de sustancias
2022-12-27,22:41,2020-11-06 22:41,Cipriano Mayoral Domínguez,33216712C,48,Masculino,"Carrer Alameda de Casandra Morcillo, 78, 1º1, El Cabanyal, Valencia",El Cabanyal,Intoxicación medicamentosa,39.475197,-0.338628,2022,12,Friday,Duelo reciente
2023-01-01,22:10,2009-07-14 22:10,Leoncio Vigil Cantero,44180200Y,74,Masculino,"Plaça Ronda Curro Roldan, 9, La Xerea, Valencia",La Xerea,Precipitación,39.476568,-0.382773,2023,1,Tuesday,
2023-01-14,11:51,2008-01-09 11:51,Azeneth Amaya Izaguirre,81546420N,46,Femenino,"Avenida C. Ana Sofía Cisneros, 36, L'Eixample, Valencia",L'Eixample,Ahorcamiento,39.46971,-0.373541,2023,1,Wednesday,Sin antecedentes conocidos
2023-01-15,05:31,1980-02-18 05:31,Quique Riba Jara,89703171C,51,Masculino,"Plaza Ronda Calixta Quiroga, 27, Russafa, Valencia",Russafa,Intoxicación medicamentosa,39.468607,-0.3448,2023,1,Monday,Duelo reciente
2023-01-17,11:54,1999-04-20 11:54,Ismael Vicens-Lerma,60374962P,45,Masculino,"Calle Pasaje Soledad Rebollo, 41, Campanar, Valencia",Campanar,Sumersión,39.476044,-0.403283,2023,1,Tuesday,Trastorno bipolar
2023-01-25,11:00,2024-02-17 11:00,Hernán Mesa Cuesta,10927942K,48,Masculino,"Avenida Urbanización de Montserrat Palmer, 116, Campanar, Valencia",Campanar,Precipitación,39.47446,-0.396865,2023,1,Saturday,Abuso de sustancias
2023-02-09,10:31,2023-02-13 10:31,Jose Ramón Román Rozas,87309897B,43,Masculino,"Avenida Callejón Berta Perelló, 60, Russafa, Valencia",Russafa,Arma de fuego,39.470573,-0.361457,2023,2,Monday,Depresión diagnosticada
2023-02-09,10:03,2008-12-18 10:03,Isaías León-Sanchez,31405901E,75,Masculino,"Plaza Urbanización de León Leiva, 53, El Carme, Valencia",El Carme,Ahorcamiento,39.496927,-0.374283,2023,2,Thursday,
2023-02-10,15:02,2013-10-07 15:02,Aureliano Ureña Ferrán,52979487E,16,Masculino,"Plaza Cañada de Fernanda Borja, 112, La Xerea, Valencia",La Xerea,Ahorcamiento,39.484342,-0.377029,2023,2,Monday,Intento previo
2023-02-18,16:05,2014-09-24 16:05,Américo Fortuny Calzada,41131150C,52,Masculino,"Plaça Calle de Bautista Francisco, 150, Benimaclet, Valencia",Benimaclet,Arma de fuego,39.484001,-0.362093,2023,2,Wednesday,Intento previo
2023-02-20,13:02,2023-10-29 13:02,Valerio Reynaldo Plana Iglesias,93079615H,51,Masculino,"Calle Vial de Efraín Franco, 91, 7ºC, La Xerea, Valencia",La Xerea,Ahorcamiento,39.479955,-0.358353,2023,2,Sunday,Depresión diagnosticada
2023-02-21,12:06,1997-10-18 12:06,Pía Amor González Solé,97219972F,59,Femenino,"Calle Cuesta Emigdio Solé, 81, 5ºC, Benimaclet, Valencia",Benimaclet,Corte/punzante,39.488113,-0.350734,2023,2,Saturday,Sin antecedentes conocidos
2023-03-01,16:48,2022-03-16 16:48,Juan José Leon-Mesa,95423995P,60,Masculino,"Plaça C. de Benigno Agustí, 73, Jesús, Valencia",Jesús,Precipitación,39.455143,-0.366215,2023,3,Wednesday,Enfermedad crónica
2023-03-11,00:11,2025-08-09 00:11,Luciano Álamo Reguera,67430693Y,42,Masculino,"Carrer Pasadizo Fausto Carpio, 11, 4ºD, Jesús, Valencia",Jesús,Ahorcamiento,39.461322,-0.327898,2023,3,Saturday,Duelo reciente
2023-03-11,16:22,1988-02-01 16:22,Régulo Manzanares Quintana,72214791N,62,Masculino,"Carrer Paseo Aurelia Peñas, 73, Quatre Carreres, Valencia",Quatre Carreres,Precipitación,39.437492,-0.366557,2023,3,Monday,Problemas económicos
2023-03-18,11:16,2009-02-10 11:16,Paulino Querol Azcona,91173721L,79,Masculino,"Carrer Rambla Jose Miguel Andreu, 81, Patraix, Valencia",Patraix,Intoxicación medicamentosa,39.46025,-0.385403,2023,3,Tuesday,Depresión diagnosticada
2023-03-26,13:58,2015-01-27 13:58,Haroldo Castell Figueroa,52296734R,42,Masculino,"Plaça C. Concepción Ángel, 5, Ciutat Vella, Valencia",Ciutat Vella,Precipitación,39.480015,-0.376785,2023,3,Tuesday,Intento previo
2023-04-02,10:07,1993-07-05 10:07,Paula Alegria Llabrés,87335158H,19,Femenino,"Carrer Camino Julián Blanca, 48, Ciutat Vella, Valencia",Ciutat Vella,Ahorcamiento,39.476713,-0.387919,2023,4,Monday,Enfermedad crónica
2023-04-03,19:19,2023-11-16 19:19,Samanta del Pastor,74175356B,74,Femenino,"Plaça Camino Flora López, 45, L'Eixample, Valencia",L'Eixample,Ahorcamiento,39.467114,-0.361069,2023,4,Thursday,Problemas económicos
2023-04-04,04:36,1993-01-13 04:36,Jose Miguel Cantero Diego,86024751J,31,Masculino,"Calle Callejón de Mar Ramón, 98, Poblats Marítims, Valencia",Poblats Marítims,Arma de fuego,39.457893,-0.323627,2023,4,Wednesday,Duelo reciente
2023-04-06,22:01,2025-12-12 22:01,Nazario Bartolomé Montenegro Bou,96651620P,26,Masculino,"Plaza Vial Curro Camino, 100, Quatre Carreres, Valencia",Quatre Carreres,Ahorcamiento,39.459104,-0.366093,2023,4,Friday,Sin antecedentes conocidos
2023-04-08,19:56,2009-09-11 19:56,Calixto Noriega Escrivá,37474003B,63,Masculino,"Carrer Vial de Ciro Puerta, 41, 5ºC, La Xerea, Valencia",La Xerea,Ahorcamiento,39.46354,-0.36552,2023,4,Friday,Duelo reciente
2023-04-14,07:17,2024-10-07 07:17,Samuel Albero Bayona,10997753G,54,Masculino,"Carrer Vial de Alejandro Fajardo, 9, El Carme, Valencia",El Carme,Arma de fuego,39.47821,-0.370083,2023,4,Monday,Sin antecedentes conocidos
2023-04-19,04:27,2016-04-24 04:27,Albino Borrás Echevarría,79376143S,62,Masculino,"Calle Pasadizo Eric Sedano, 143, Malvarrosa, Valencia",Malvarrosa,Corte/punzante,39.487865,-0.327427,2023,4,Sunday,Duelo reciente
2023-04-21,14:33,1982-03-27 14:33,Samuel Vicens Mateos,52861515V,42,Masculino,"Plaza Plaza de Angelino Rey, 75, 1ºA, Jesús, Valencia",Jesús,Sumersión,39.449183,-0.349549,2023,4,Saturday,Problemas económicos
2023-04-25,14:39,2023-01-17 14:39,Toribio Alcaraz Palomar,25248683L,53,Masculino,"Avenida Rambla Heraclio Tur, 115, El Carme, Valencia",El Carme,Ahorcamiento,39.477407,-0.377782,2023,4,Tuesday,Abuso de sustancias
2023-04-28,13:23,2001-08-23 13:23,Roberta Carmela Alemany Pulido,34247553R,49,Femenino,"Plaza Rambla de Pepe Jerez, 68, Russafa, Valencia",Russafa,Ahorcamiento,39.449219,-0.347118,2023,4,Thursday,Abuso de sustancias
2023-05-01,21:52,2003-12-07 21:52,Florina Alsina Galindo,88717477Z,45,Femenino,"Plaza Pasaje de Nayara Sánchez, 26, 3ºA, Ciutat Vella, Valencia",Ciutat Vella,Intoxicación medicamentosa,39.471609,-0.385387,2023,5,Sunday,Sin antecedentes conocidos
2023-05-01,09:57,2013-04-16 09:57,Javier Segura Arribas,17124542F,23,Masculino,"Calle Vial Isidora Urrutia, 87, 7ºD, Poblats Marítims, Valencia",Poblats Marítims,Ahorcamiento,39.465337,-0.338541,2023,5,Tuesday,
2023-05-03,14:49,1981-12-27 14:49,Cándida Aguilar Paz,16608475Z,44,Femenino,"Avenida Via Ester Borja, 85, Benimaclet, Valencia",Benimaclet,Precipitación,39.488264,-0.341837,2023,5,Sunday,Enfermedad crónica
2023-05-05,22:24,2006-02-07 22:24,Seve Segarra Español,93143612Y,67,Masculino,"Plaça Alameda Marita Cadenas, 50, Campanar, Valencia",Campanar,Ahorcamiento,39.478124,-0.379661,2023,5,Tuesday,Depresión diagnosticada
2023-05-18,08:26,2025-02-09 08:26,Graciano Arteaga Mayoral,85409053W,67,Masculino,"Plaça Urbanización de Ofelia Jordán, 1, 8ºA, Poblats Marítims, Valencia",Poblats Marítims,Otros,39.459904,-0.322875,2023,5,Sunday,Sin antecedentes conocidos
2023-05-26,20:05,1989-01-02 20:05,Isidoro Borrego Canals,60545685W,58,Masculino,"Plaça Callejón de Amado Vicente, 125, 1ºB, L'Eixample, Valencia",L'Eixample,Ahorcamiento,39.458965,-0.370478,2023,5,Monday,Intento previo
2023-05-28,18:05,1990-03-22 18:05,Ulises Valverde-Escamilla,19416082B,59,Masculino,"Plaça Urbanización de Nicolás Madrigal, 54, Jesús, Valencia",Jesús,Intoxicación medicamentosa,39.462845,-0.3517,2023,5,Thursday,Abuso de sustancias
2023-06-01,21:23,1989-12-30 21:23,Isaías Mas Arranz,18647179K,49,Masculino,"Carrer Cuesta Lupe Castrillo, 30, El Cabanyal, Valencia",El Cabanyal,Intoxicación medicamentosa,39.466414,-0.324732,2023,6,Saturday,Duelo reciente
2023-06-06,20:33,1989-01-06 20:33,Margarita Cornejo,85537487G,46,Femenino,"Plaça Camino Roberta Bru, 105, L'Eixample, Valencia",L'Eixample,Intoxicación medicamentosa,39.465884,-0.368919,2023,6,Friday,Depresión diagnosticada
2023-06-07,04:04,2006-10-12 04:04,Leonardo Carmona Riquelme,84946680K,27,Masculino,"Avenida Paseo Emilio Mármol, 60, Poblats Marítims, Valencia",Poblats Marítims,Intoxicación medicamentosa,39.469185,-0.315899,2023,6,Thursday,Duelo reciente
2023-06-09,11:04,2000-04-13 11:04,Oriana Agustí Diéguez,56496785E,75,Femenino,"Calle Callejón de Toni Exposito, 49, 2ºD, Jesús, Valencia",Jesús,Ahorcamiento,39.452779,-0.361856,2023,6,Thursday,Enfermedad crónica
2023-06-10,14:28,2024-05-02 14:28,Arsenio Llorente Antúnez,34999081G,59,Masculino,"Calle Paseo de Pastora Ayala, 74, Russafa, Valencia",Russafa,Precipitación,39.467865,-0.348462,2023,6,Thursday,Sin antecedentes conocidos
2023-06-17,09:16,2011-07-04 09:16,Julián Gabino Caparrós Piña,12387941A,40,Masculino,"Plaza Acceso de Pastora Palomar, 111, Ciutat Vella, Valencia",Ciutat Vella,Intoxicación medicamentosa,39.477256,-0.378034,2023,6,Monday,Duelo reciente
2023-06-19,20:32,1999-03-03 20:32,Ambrosio Cervera Lasa,23114809Q,38,Masculino,"Plaza Pasaje de Eusebio Baeza, 90, L'Eixample, Valencia",L'Eixample,Ahorcamiento,39.474135,-0.373856,2023,6,Wednesday,
2023-06-21,08:41,1981-05-08 08:41,Amando Blázquez Castell,95054226X,48,Masculino,"Carrer Callejón Teodosio Real, 124, Patraix, Valencia",Patraix,Ahorcamiento,39.448444,-0.392009,2023,6,Friday,
2023-06-23,16:04,2013-08-21 16:04,Jesús Duran Gilabert,43671926D,17,Masculino,"Avenida Via de Sol Angulo, 131, Russafa, Valencia",Russafa,Intoxicación medicamentosa,39.454184,-0.385408,2023,6,Wednesday,Depresión diagnosticada
2023-06-26,17:25,1993-10-01 17:25,León Álvaro Salcedo,13654196Q,63,Masculino,"Calle Via Alonso Sureda, 51, 7ºB, El Carme, Valencia",El Carme,Ahorcamiento,39.461464,-0.397067,2023,6,Friday,Problemas económicos
2023-07-02,03:45,1984-04-20 03:45,Eugenio Catalá Espejo,62011477G,19,Masculino,"Calle Calle de Espiridión Gomis, 46, 2º1, Jesús, Valencia",Jesús,Ahorcamiento,39.466365,-0.343636,2023,7,Friday,Abuso de sustancias
2023-07-04,18:52,2000-05-05 18:52,Gabino Borrás Casares,32467144E,80,Masculino,"Carrer Vial Clementina Roldán, 133, Poblats Marítims, Valencia",Poblats Marítims,Ahorcamiento,39.460378,-0.311664,2023,7,Friday,
2023-07-04,13:42,2019-07-27 13:42,Abel Barrera Almansa,88523104Z,73,Masculino,"Calle Plaza de Selena Galindo, 7, Patraix, Valencia",Patraix,Corte/punzante,39.454479,-0.397148,2023,7,Saturday,Duelo reciente
2023-07-12,14:47,1991-07-27 14:47,Carlos Cervera-Girón,59111385M,19,Masculino,"Carrer Vial Lara Bravo, 5, 5ºB, Russafa, Valencia",Russafa,Intoxicación medicamentosa,39.461845,-0.36378,2023,7,Saturday,Trastorno bipolar
2023-07-21,15:15,2025-06-15 15:15,Rosario Hortensia Alvarado Quirós,84761345C,41,Femenino,"Carrer Pasadizo Asunción Lluch, 8, Russafa, Valencia",Russafa,Intoxicación medicamentosa,39.473005,-0.369849,2023,7,Sunday,Depresión diagnosticada
2023-07-25,19:53,2024-07-30 19:53,Telmo de Jover,73837621P,68,Masculino,"Plaza Glorieta de Lupita Mendoza, 57, Patraix, Valencia",Patraix,Ahorcamiento,39.44994,-0.3974,2023,7,Tuesday,Duelo reciente
2023-07-25,23:20,1991-07-29 23:20,Valero Blázquez-Monreal,99493203X,24,Masculino,"Carrer Avenida de Úrsula Báez, 56, 5ºB, L'Eixample, Valencia",L'Eixample,Intoxicación medicamentosa,39.469456,-0.372615,2023,7,Monday,Problemas económicos
2023-08-01,17:09,1983-10-12 17:09,Abilio Abel Villalonga Vázquez,86986290Z,69,Masculino,"Plaza Urbanización de Dorita Cantero, 15, L'Eixample, Valencia",L'Eixample,Ahorcamiento,39.475406,-0.385955,2023,8,Wednesday,Duelo reciente
2023-08-04,19:21,1986-08-09 19:21,Macaria Blanca Rodríguez,26511344A,74,Femenino,"Carrer Plaza de Camila Navarro, 103, Patraix, Valencia",Patraix,Precipitación,39.452373,-0.393596,2023,8,Saturday,Depresión diagnosticada
2023-08-07,10:38,2010-07-14 10:38,Fabricio Ferrández Lorenzo,27797295R,47,Masculino,"Plaça Rambla Ciriaco Cuevas, 93, Benicalap, Valencia",Benicalap,Precipitación,39.505578,-0.39417,2023,8,Wednesday,Problemas económicos
2023-08-09,09:24,2025-11-16 09:24,Jose Ramón Cisneros Cabrera,26251389V,54,Masculino,"Plaza Pasadizo de Teobaldo Acosta, 77, 3ºD, El Cabanyal, Valencia",El Cabanyal,Arma de fuego,39.454897,-0.339754,2023,8,Sunday,Problemas económicos
2023-08-11,16:17,1997-06-25 16:17,Dalila Campo Valderrama,31892181J,42,Femenino,"Carrer Glorieta Manuel Taboada, 144, Quatre Carreres, Valencia",Quatre Carreres,Ahorcamiento,39.442254,-0.350892,2023,8,Wednesday,Depresión diagnosticada
2023-08-13,06:36,2000-12-15 06:36,Fidel Vallejo Cid,40960879H,71,Masculino,"Calle Paseo Flavia Peiró, 68, 4ºC, Poblats Marítims, Valencia",Poblats Marítims,Ahorcamiento,39.458214,-0.323687,2023,8,Friday,
2023-08-13,18:12,2020-05-25 18:12,Leocadio Corominas,18970926C,36,Masculino,"Plaça Calle de Marino Rius, 104, 1º2, El Carme, Valencia",El Carme,Ahorcamiento,39.471827,-0.373119,2023,8,Monday,Trastorno bipolar
2023-08-14,20:08,2008-06-06 20:08,Teodosio Marín Piñol,39711141P,46,Masculino,"Carrer Vial Valerio Rius, 48, 8º1, Campanar, Valencia",Campanar,Intoxicación medicamentosa,39.480562,-0.395352,2023,8,Friday,Enfermedad crónica
2023-08-15,10:15,1993-08-03 10:15,Soraya Cabello Cabrero,17060670Y,56,Femenino,"Plaça Callejón de Rosenda Alfaro, 51, Russafa, Valencia",Russafa,Ahorcamiento,39.477937,-0.366573,2023,8,Tuesday,Problemas económicos
2023-08-26,22:15,2017-08-23 22:15,Amador Alvarado Villa,25617165H,41,Masculino,"Plaza Callejón de Román Hierro, 125, 5ºC, Ciutat Vella, Valencia",Ciutat Vella,Corte/punzante,39.471872,-0.358446,2023,8,Wednesday,
2023-09-04,05:04,1994-02-23 05:04,Alfonso Ramiro Vergara Sureda,38522803B,38,Masculino,"Carrer Glorieta Calixta Pintor, 92, El Carme, Valencia",El Carme,Ahorcamiento,39.475905,-0.359144,2023,9,Wednesday,Enfermedad crónica
2023-09-08,19:17,1985-09-17 19:17,Jose Luis Redondo Dominguez,28534946L,53,Masculino,"Avenida Acceso Celestina Robles, 88, L'Eixample, Valencia",L'Eixample,Intoxicación medicamentosa,39.470226,-0.393908,2023,9,Tuesday,Duelo reciente
2023-09-13,22:50,2010-09-04 22:50,Francisco de Nebot,64190989J,63,Masculino,"Carrer Via Carmelo Fuster, 47, Ciutat Vella, Valencia",Ciutat Vella,Precipitación,39.480834,-0.377198,2023,9,Saturday,Abuso de sustancias
2023-09-23,07:30,2021-09-26 07:30,Eugenio Bonet Cuervo,87930971Q,42,Masculino,"Avenida Acceso Wálter Alemany, 71, Quatre Carreres, Valencia",Quatre Carreres,Precipitación,39.443379,-0.34824,2023,9,Sunday,Abuso de sustancias
2023-09-23,23:30,1989-10-12 23:30,Faustino Llabrés Gallego,55282905J,61,Masculino,"Calle Cañada de Esteban Casas, 127, Ciutat Vella, Valencia",Ciutat Vella,Precipitación,39.468695,-0.370724,2023,9,Thursday,Abuso de sustancias
